"","Torque","Speed","Angle"
"2080",160.103,30.072,-61.819
"2081",159.371,30.072,-61.702
"2082",159.371,30.072,-61.584
"2083",159.127,30.072,-61.467
"2084",159.127,29.681,-61.351
"2085",159.127,30.072,-61.234
"2086",158.638,30.072,-61.116
"2087",157.906,30.072,-60.999
"2088",157.662,30.072,-60.881
"2089",156.929,29.681,-60.765
"2090",157.418,30.072,-60.648
"2091",157.173,29.681,-60.532
"2092",156.441,30.072,-60.414
"2093",156.197,30.072,-60.297
"2094",156.197,30.072,-60.179
"2095",156.197,30.072,-60.062
"2096",156.441,29.681,-59.946
"2097",156.685,29.681,-59.83
"2098",156.929,30.462,-59.711
"2099",156.929,30.072,-59.594
"2100",156.441,29.681,-59.478
"2101",156.441,30.072,-59.36
"2102",157.173,30.072,-59.243
"2103",156.929,29.681,-59.127
"2104",157.173,30.072,-59.009
"2105",157.173,30.072,-58.892
"2106",157.173,30.072,-58.774
"2107",156.929,30.072,-58.657
"2108",156.685,29.681,-58.541
"2109",157.173,29.681,-58.425
"2110",157.173,29.681,-58.309
"2111",156.929,30.462,-58.19
"2112",156.441,30.072,-58.073
"2113",156.197,30.072,-57.955
"2114",156.197,29.681,-57.839
"2115",156.685,30.072,-57.722
"2116",156.197,30.072,-57.604
"2117",156.441,29.681,-57.488
"2118",156.441,30.072,-57.371
"2119",156.197,30.462,-57.252
"2120",155.464,29.681,-57.136
"2121",155.953,30.072,-57.018
"2122",155.22,29.681,-56.903
"2123",154.976,29.681,-56.787
"2124",155.22,30.072,-56.669
"2125",154.732,30.072,-56.552
"2126",154.244,30.072,-56.434
"2127",153.755,30.072,-56.317
"2128",153.267,29.681,-56.201
"2129",153.267,30.072,-56.083
"2130",153.023,30.072,-55.966
"2131",152.046,29.681,-55.85
"2132",152.046,30.462,-55.731
"2133",151.802,30.072,-55.613
"2134",150.826,29.681,-55.497
"2135",150.582,30.072,-55.38
"2136",149.849,30.072,-55.263
"2137",148.873,30.072,-55.145
"2138",148.629,29.681,-55.029
"2139",147.896,30.072,-54.912
"2140",146.92,30.072,-54.794
"2141",146.431,29.681,-54.678
"2142",145.943,30.072,-54.561
"2143",145.211,30.072,-54.443
"2144",144.478,30.072,-54.326
"2145",143.257,29.681,-54.21
"2146",143.013,30.072,-54.092
"2147",142.037,29.681,-53.977
"2148",141.548,30.072,-53.859
"2149",141.06,30.072,-53.742
"2150",140.816,29.681,-53.626
"2151",140.084,30.072,-53.508
"2152",139.839,30.072,-53.391
"2153",139.107,30.072,-53.273
"2154",139.351,29.681,-53.157
"2155",138.619,30.072,-53.04
"2156",138.619,29.681,-52.924
"2157",138.375,30.072,-52.806
"2158",137.886,30.072,-52.689
"2159",137.886,29.681,-52.573
"2160",137.886,30.072,-52.456
"2161",137.886,30.072,-52.338
"2162",137.398,29.681,-52.222
"2163",137.886,30.072,-52.105
"2164",137.886,30.072,-51.987
"2165",137.886,29.681,-51.871
"2166",137.154,30.462,-51.752
"2167",137.154,29.681,-51.636
"2168",137.154,30.072,-51.519
"2169",136.421,30.072,-51.401
"2170",135.933,30.072,-51.284
"2171",135.933,29.681,-51.168
"2172",135.201,30.072,-51.05
"2173",134.224,30.072,-50.933
"2174",133.98,29.681,-50.817
"2175",133.004,30.072,-50.7
"2176",132.271,30.072,-50.582
"2177",131.783,29.681,-50.466
"2178",131.295,30.072,-50.349
"2179",130.318,30.072,-50.231
"2180",130.074,29.681,-50.115
"2181",129.097,30.072,-49.998
"2182",128.609,30.072,-49.88
"2183",128.365,29.681,-49.764
"2184",128.365,30.072,-49.647
"2185",127.877,30.072,-49.53
"2186",127.632,30.072,-49.412
"2187",127.144,30.072,-49.295
"2188",126.9,30.072,-49.177
"2189",127.388,29.681,-49.061
"2190",126.9,30.072,-48.944
"2191",126.9,30.072,-48.826
"2192",127.144,30.072,-48.709
"2193",126.656,29.681,-48.593
"2194",126.9,30.072,-48.475
"2195",126.656,30.072,-48.358
"2196",126.412,30.072,-48.24
"2197",126.412,29.681,-48.124
"2198",126.9,30.072,-48.007
"2199",126.412,30.072,-47.89
"2200",126.412,30.072,-47.772
"2201",126.9,30.072,-47.655
"2202",126.656,29.681,-47.539
"2203",126.412,30.072,-47.421
"2204",126.412,30.072,-47.304
"2205",126.412,29.681,-47.188
"2206",126.412,30.072,-47.07
"2207",126.168,30.072,-46.953
"2208",125.679,29.681,-46.837
"2209",125.679,30.072,-46.719
"2210",125.191,30.072,-46.602
"2211",125.191,29.681,-46.486
"2212",125.435,30.072,-46.369
"2213",125.191,30.072,-46.251
"2214",125.191,29.681,-46.135
"2215",125.191,30.072,-46.018
"2216",125.435,29.681,-45.902
"2217",124.947,30.072,-45.784
"2218",124.947,30.462,-45.665
"2219",124.703,30.072,-45.548
"2220",125.191,29.681,-45.432
"2221",125.191,30.072,-45.314
"2222",125.435,29.681,-45.198
"2223",124.947,30.072,-45.081
"2224",124.947,30.072,-44.964
"2225",124.947,30.072,-44.846
"2226",125.435,30.072,-44.729
"2227",124.947,29.681,-44.613
"2228",125.191,30.072,-44.495
"2229",125.191,29.681,-44.379
"2230",124.947,30.072,-44.262
"2231",125.191,30.072,-44.144
"2232",124.703,30.072,-44.027
"2233",124.947,30.072,-43.909
"2234",124.459,30.072,-43.792
"2235",124.459,29.681,-43.676
"2236",124.214,30.072,-43.559
"2237",124.459,30.072,-43.441
"2238",123.97,30.072,-43.324
"2239",123.482,30.072,-43.206
"2240",123.238,30.072,-43.089
"2241",122.994,29.681,-42.973
"2242",122.994,30.072,-42.855
"2243",122.505,30.072,-42.738
"2244",122.75,29.681,-42.622
"2245",122.261,30.072,-42.504
"2246",122.017,30.072,-42.387
"2247",121.285,30.072,-42.269
"2248",120.796,30.072,-42.152
"2249",120.552,29.681,-42.036
"2250",120.308,30.072,-41.919
"2251",119.576,30.072,-41.801
"2252",119.088,30.072,-41.684
"2253",118.355,29.681,-41.568
"2254",117.623,30.072,-41.45
"2255",116.402,30.072,-41.333
"2256",115.914,30.072,-41.215
"2257",115.425,29.681,-41.099
"2258",114.693,29.681,-40.983
"2259",114.449,30.072,-40.866
"2260",113.961,29.681,-40.75
"2261",113.472,30.072,-40.632
"2262",112.984,30.072,-40.515
"2263",112.496,29.681,-40.399
"2264",112.252,30.072,-40.282
"2265",111.519,30.072,-40.164
"2266",111.031,29.681,-40.048
"2267",110.054,30.072,-39.931
"2268",109.566,30.072,-39.813
"2269",109.078,30.072,-39.696
"2270",108.834,29.681,-39.58
"2271",108.101,30.072,-39.462
"2272",107.613,30.072,-39.345
"2273",106.88,30.072,-39.227
"2274",106.392,29.681,-39.112
"2275",105.416,30.072,-38.994
"2276",104.927,30.072,-38.877
"2277",104.439,29.681,-38.761
"2278",104.439,30.072,-38.643
"2279",103.951,29.681,-38.527
"2280",102.974,30.072,-38.41
"2281",102.242,30.072,-38.292
"2282",101.754,30.072,-38.175
"2283",101.265,29.681,-38.059
"2284",101.265,30.072,-37.941
"2285",100.533,30.072,-37.824
"2286",100.045,30.072,-37.706
"2287",100.289,29.681,-37.591
"2288",100.045,30.072,-37.473
"2289",99.8,30.072,-37.356
"2290",99.556,30.072,-37.238
"2291",99.068,30.072,-37.121
"2292",98.824,29.681,-37.005
"2293",98.58,30.072,-36.887
"2294",97.847,30.072,-36.77
"2295",97.359,30.072,-36.652
"2296",97.115,29.681,-36.536
"2297",96.627,30.072,-36.419
"2298",95.894,30.072,-36.301
"2299",95.406,29.681,-36.186
"2300",95.406,30.072,-36.068
"2301",94.429,30.072,-35.951
"2302",94.429,29.681,-35.835
"2303",94.429,30.072,-35.717
"2304",93.941,30.072,-35.6
"2305",94.185,29.681,-35.484
"2306",94.185,30.072,-35.366
"2307",93.453,30.072,-35.249
"2308",93.697,30.072,-35.131
"2309",93.697,29.681,-35.015
"2310",93.453,30.072,-34.898
"2311",93.697,30.072,-34.78
"2312",92.964,29.681,-34.665
"2313",92.964,30.072,-34.547
"2314",92.964,30.072,-34.43
"2315",92.232,30.072,-34.312
"2316",92.232,29.681,-34.196
"2317",91.744,30.072,-34.079
"2318",91.5,30.072,-33.961
"2319",91.5,29.681,-33.845
"2320",90.767,30.072,-33.728
"2321",90.767,30.072,-33.61
"2322",90.035,30.072,-33.493
"2323",90.035,30.072,-33.375
"2324",89.302,29.681,-33.259
"2325",89.302,30.072,-33.142
"2326",88.57,30.072,-33.025
"2327",88.326,29.681,-32.909
"2328",87.838,30.072,-32.791
"2329",86.861,30.072,-32.674
"2330",86.617,30.072,-32.556
"2331",85.884,29.681,-32.44
"2332",85.884,30.072,-32.323
"2333",85.152,29.681,-32.207
"2334",85.152,30.072,-32.089
"2335",84.42,30.072,-31.972
"2336",84.42,29.681,-31.856
"2337",84.175,30.462,-31.737
"2338",83.931,29.681,-31.621
"2339",83.199,30.072,-31.504
"2340",83.443,29.681,-31.388
"2341",82.711,30.462,-31.269
"2342",82.955,30.072,-31.151
"2343",82.466,29.681,-31.035
"2344",82.711,30.072,-30.918
"2345",82.466,30.072,-30.8
"2346",82.222,29.681,-30.684
"2347",82.466,30.072,-30.567
"2348",82.222,30.072,-30.449
"2349",82.466,29.681,-30.333
"2350",81.978,30.072,-30.216
"2351",82.222,30.072,-30.099
"2352",81.49,30.072,-29.981
"2353",81.734,30.072,-29.864
"2354",81.49,29.681,-29.748
"2355",81.002,30.072,-29.63
"2356",81.002,30.072,-29.513
"2357",80.757,29.681,-29.397
"2358",80.269,30.072,-29.279
"2359",80.269,30.072,-29.162
"2360",79.781,30.072,-29.044
"2361",79.537,29.681,-28.928
"2362",79.781,30.462,-28.809
"2363",79.537,29.681,-28.694
"2364",79.048,29.681,-28.578
"2365",79.293,30.072,-28.46
"2366",79.048,30.072,-28.343
"2367",78.56,30.072,-28.225
"2368",78.316,29.681,-28.109
"2369",78.316,30.072,-27.992
"2370",78.316,30.072,-27.874
"2371",77.828,29.681,-27.758
"2372",77.828,30.072,-27.641
"2373",78.072,30.072,-27.523
"2374",77.584,30.072,-27.406
"2375",77.584,30.072,-27.288
"2376",77.828,30.072,-27.171
"2377",77.828,29.681,-27.055
"2378",77.584,29.681,-26.939
"2379",77.339,30.072,-26.822
"2380",77.095,30.072,-26.704
"2381",76.851,30.072,-26.587
"2382",77.095,30.072,-26.469
"2383",76.607,29.681,-26.353
"2384",75.875,30.072,-26.236
"2385",75.386,30.072,-26.118
"2386",75.142,30.072,-26.001
"2387",74.654,29.681,-25.885
"2388",74.41,30.072,-25.768
"2389",73.921,30.072,-25.65
"2390",73.677,29.681,-25.534
"2391",73.433,30.072,-25.417
"2392",72.701,30.072,-25.299
"2393",72.457,30.072,-25.182
"2394",72.457,30.072,-25.064
"2395",72.213,30.072,-24.947
"2396",71.724,29.681,-24.831
"2397",71.724,29.681,-24.715
"2398",71.48,30.072,-24.597
"2399",71.48,30.072,-24.48
"2400",70.748,30.072,-24.362
"2401",70.504,30.072,-24.245
"2402",70.748,29.681,-24.129
"2403",70.504,30.072,-24.012
"2404",70.015,30.072,-23.894
"2405",69.771,30.072,-23.777
"2406",70.015,30.072,-23.659
"2407",69.771,29.681,-23.543
"2408",69.527,29.681,-23.427
"2409",69.527,30.072,-23.31
"2410",68.795,30.072,-23.192
"2411",68.55,30.072,-23.075
"2412",68.795,30.072,-22.957
"2413",68.306,29.681,-22.841
"2414",68.062,30.072,-22.724
"2415",68.306,29.681,-22.608
"2416",67.574,30.072,-22.491
"2417",67.574,30.072,-22.373
"2418",67.086,30.072,-22.256
"2419",66.841,30.072,-22.138
"2420",66.353,29.681,-22.022
"2421",65.865,29.681,-21.906
"2422",65.621,30.072,-21.789
"2423",64.644,30.462,-21.67
"2424",64.644,30.072,-21.552
"2425",63.668,30.072,-21.435
"2426",63.423,29.291,-21.321
"2427",63.179,30.072,-21.203
"2428",62.447,30.072,-21.086
"2429",62.691,30.072,-20.968
"2430",61.959,30.072,-20.851
"2431",61.714,30.072,-20.733
"2432",61.226,30.072,-20.616
"2433",61.47,29.291,-20.501
"2434",60.982,30.072,-20.384
"2435",61.226,30.072,-20.266
"2436",60.494,30.072,-20.149
"2437",60.25,30.072,-20.031
"2438",60.005,29.681,-19.915
"2439",60.005,30.072,-19.798
"2440",59.761,30.072,-19.681
"2441",59.517,30.072,-19.563
"2442",59.273,29.681,-19.447
"2443",59.029,30.072,-19.33
"2444",58.296,30.072,-19.212
"2445",58.296,29.681,-19.096
"2446",57.808,30.462,-18.977
"2447",58.052,29.681,-18.861
"2448",57.564,30.072,-18.744
"2449",57.564,29.681,-18.628
"2450",57.564,30.072,-18.51
"2451",57.076,30.072,-18.393
"2452",57.32,30.072,-18.276
"2453",56.832,29.681,-18.16
"2454",56.832,30.072,-18.042
"2455",56.588,30.072,-17.925
"2456",55.855,30.072,-17.807
"2457",56.099,30.072,-17.69
"2458",55.855,30.072,-17.572
"2459",55.123,29.681,-17.456
"2460",55.367,29.681,-17.34
"2461",55.123,29.681,-17.224
"2462",54.634,30.462,-17.105
"2463",54.634,30.072,-16.988
"2464",54.146,30.072,-16.87
"2465",53.902,30.072,-16.753
"2466",54.146,29.291,-16.639
"2467",53.658,29.681,-16.523
"2468",53.17,30.072,-16.405
"2469",52.925,30.462,-16.286
"2470",52.925,30.072,-16.169
"2471",52.193,30.072,-16.051
"2472",52.193,30.072,-15.934
"2473",51.949,29.681,-15.818
"2474",51.705,29.291,-15.703
"2475",50.972,30.072,-15.586
"2476",50.972,30.462,-15.467
"2477",50.728,30.072,-15.35
"2478",49.752,30.072,-15.232
"2479",49.507,29.681,-15.116
"2480",49.752,30.072,-14.999
"2481",49.507,29.681,-14.883
"2482",49.019,30.072,-14.765
"2483",48.775,30.072,-14.648
"2484",48.531,30.072,-14.53
"2485",48.775,30.072,-14.413
"2486",48.287,29.681,-14.297
"2487",47.798,30.072,-14.179
"2488",48.287,29.681,-14.063
"2489",47.798,30.072,-13.946
"2490",47.31,30.072,-13.829
"2491",46.822,30.072,-13.711
"2492",46.334,30.072,-13.594
"2493",46.578,30.072,-13.476
"2494",45.845,29.681,-13.36
"2495",45.845,30.072,-13.243
"2496",45.357,29.681,-13.127
"2497",45.113,30.462,-13.008
"2498",44.869,30.072,-12.89
"2499",44.136,30.072,-12.773
"2500",44.136,29.681,-12.657
"2501",44.38,29.681,-12.541
"2502",44.38,29.681,-12.425
"2503",44.136,30.072,-12.308
"2504",43.648,30.462,-12.189
"2505",43.404,30.072,-12.071
"2506",43.648,30.072,-11.954
"2507",43.404,29.681,-11.838
"2508",43.404,29.681,-11.722
"2509",43.16,30.072,-11.604
"2510",43.16,30.072,-11.487
"2511",42.916,30.072,-11.369
"2512",42.427,30.072,-11.252
"2513",42.183,30.072,-11.134
"2514",42.183,29.291,-11.02
"2515",41.939,30.072,-10.903
"2516",41.695,30.072,-10.785
"2517",41.207,30.072,-10.668
"2518",41.451,30.462,-10.549
"2519",41.451,29.681,-10.433
"2520",41.451,29.681,-10.317
"2521",41.695,30.072,-10.199
"2522",41.695,29.681,-10.083
"2523",41.451,29.681,-9.967
"2524",41.207,29.681,-9.851
"2525",40.963,29.291,-9.737
"2526",41.207,27.728,-9.629
"2527",41.451,26.947,-9.523
"2528",41.451,25.776,-9.423
"2529",41.207,26.166,-9.321
"2530",40.474,25.385,-9.221
"2531",40.718,24.214,-9.127
"2532",40.23,23.042,-9.037
"2533",39.986,21.48,-8.953
"2534",39.498,20.699,-8.872
"2535",39.742,19.527,-8.796
"2536",39.009,19.527,-8.719
"2537",38.765,18.746,-8.646
"2538",38.521,18.355,-8.575
"2539",37.789,17.184,-8.507
"2540",37.545,16.403,-8.443
"2541",37.789,15.622,-8.382
"2542",37.545,14.841,-8.324
"2543",37.789,14.45,-8.268
"2544",37.3,14.45,-8.211
"2545",37.789,13.278,-8.16
"2546",37.545,12.888,-8.109
"2547",37.3,12.497,-8.06
"2548",37.789,11.716,-8.015
"2549",37.545,11.326,-7.97
"2550",37.545,10.935,-7.928
"2551",37.3,10.935,-7.885
"2552",37.056,10.545,-7.844
"2553",37.056,9.373,-7.807
"2554",37.3,9.373,-7.771
"2555",37.545,8.592,-7.737
"2556",37.3,8.592,-7.703
"2557",37.056,8.592,-7.67
"2558",37.545,8.201,-7.638
"2559",37.545,7.811,-7.607
"2560",37.056,7.03,-7.58
"2561",37.3,7.03,-7.552
"2562",37.3,6.639,-7.526
"2563",36.812,6.639,-7.501
"2564",36.568,6.249,-7.476
"2565",36.324,5.858,-7.453
"2566",35.836,5.858,-7.43
"2567",35.836,5.468,-7.409
"2568",35.347,5.077,-7.389
"2569",34.615,5.468,-7.368
"2570",34.127,4.686,-7.35
"2571",34.127,4.686,-7.331
"2572",33.638,4.296,-7.314
"2573",33.15,4.296,-7.298
"2574",32.418,4.296,-7.281
"2575",32.173,3.905,-7.266
"2576",31.685,3.905,-7.25
"2577",30.953,3.515,-7.237
"2578",30.709,3.515,-7.223
"2579",30.22,3.515,-7.209
"2580",29.732,3.515,-7.195
"2581",29.488,3.124,-7.183
"2582",29,2.343,-7.174
"2583",27.779,2.734,-7.163
"2584",27.291,2.734,-7.153
"2585",26.802,3.124,-7.141
"2586",26.07,3.124,-7.128
"2587",24.605,2.734,-7.118
"2588",23.629,1.953,-7.11
"2589",22.408,1.562,-7.104
"2590",20.943,1.953,-7.096
"2591",18.99,1.953,-7.089
"2592",17.281,2.343,-7.079
"2593",15.328,2.343,-7.07
"2594",13.13,1.953,-7.063
"2595",11.666,1.562,-7.057
"2596",9.957,1.562,-7.05
"2597",8.736,0.781,-7.047
"2598",6.783,1.562,-7.041
"2599",5.318,1.562,-7.035
"2600",3.609,1.953,-7.028
"2601",2.144,1.172,-7.023
"2602",1.412,1.172,-7.018
"2603",-0.297,0.781,-7.015
"2604",-1.03,-0.391,-7.017
"2605",-2.739,-0.391,-7.018
"2606",-3.471,0,-7.018
"2607",-4.692,0,-7.018
"2608",-5.668,0.391,-7.017
"2609",-7.133,-0.391,-7.018
"2610",-8.11,0,-7.018
"2611",-9.33,0,-7.018
"2612",-10.307,0,-7.018
"2613",-11.528,0,-7.018
"2614",-12.748,0,-7.018
"2615",-14.213,0,-7.018
"2616",-15.19,0,-7.018
"2617",-15.922,0,-7.018
"2618",-17.143,0,-7.018
"2619",-17.875,0,-7.018
"2620",-18.364,0,-7.018
"2621",-19.584,0,-7.018
"2622",-20.561,0,-7.018
"2623",-21.293,-0.781,-7.022
"2624",-22.514,-2.343,-7.031
"2625",-23.246,-3.905,-7.046
"2626",-23.491,-5.468,-7.067
"2627",-24.223,-7.03,-7.095
"2628",-25.688,-7.811,-7.125
"2629",-26.176,-7.811,-7.156
"2630",-27.397,-8.201,-7.188
"2631",-28.373,-9.373,-7.224
"2632",-28.862,-10.154,-7.264
"2633",-29.838,-12.107,-7.311
"2634",-30.327,-12.497,-7.36
"2635",-31.303,-12.888,-7.411
"2636",-32.28,-13.278,-7.462
"2637",-33.5,-13.669,-7.516
"2638",-34.721,-14.059,-7.571
"2639",-35.209,-15.622,-7.632
"2640",-36.674,-16.012,-7.694
"2641",-37.895,-17.184,-7.761
"2642",-38.627,-17.184,-7.829
"2643",-39.848,-17.184,-7.896
"2644",-40.825,-17.574,-7.964
"2645",-42.045,-18.355,-8.036
"2646",-43.266,-19.137,-8.111
"2647",-43.754,-19.918,-8.189
"2648",-44.731,-19.918,-8.266
"2649",-45.952,-20.308,-8.346
"2650",-46.44,-19.918,-8.423
"2651",-47.905,-20.699,-8.504
"2652",-48.393,-21.48,-8.588
"2653",-49.125,-21.48,-8.672
"2654",-50.346,-22.651,-8.761
"2655",-51.567,-22.261,-8.848
"2656",-52.299,-23.042,-8.938
"2657",-54.252,-22.651,-9.026
"2658",-54.985,-22.651,-9.115
"2659",-56.694,-23.432,-9.206
"2660",-57.67,-23.823,-9.299
"2661",-58.647,-24.214,-9.394
"2662",-59.135,-24.604,-9.49
"2663",-60.356,-24.604,-9.586
"2664",-60.844,-24.214,-9.681
"2665",-61.821,-24.604,-9.777
"2666",-61.821,-24.995,-9.874
"2667",-62.797,-25.385,-9.973
"2668",-62.797,-25.776,-10.074
"2669",-63.286,-25.776,-10.175
"2670",-64.018,-25.776,-10.276
"2671",-64.262,-25.776,-10.376
"2672",-64.995,-26.166,-10.478
"2673",-65.971,-26.166,-10.581
"2674",-66.215,-26.166,-10.683
"2675",-67.436,-26.557,-10.787
"2676",-67.68,-26.947,-10.892
"2677",-68.901,-26.947,-10.997
"2678",-69.633,-26.947,-11.102
"2679",-70.61,-26.947,-11.208
"2680",-71.098,-26.947,-11.313
"2681",-72.563,-27.338,-11.42
"2682",-72.807,-27.338,-11.526
"2683",-73.539,-27.728,-11.635
"2684",-74.76,-27.728,-11.743
"2685",-75.004,-28.119,-11.853
"2686",-75.493,-27.728,-11.961
"2687",-76.469,-27.728,-12.07
"2688",-77.202,-27.728,-12.178
"2689",-77.202,-28.119,-12.288
"2690",-78.178,-28.119,-12.398
"2691",-78.666,-28.119,-12.507
"2692",-79.399,-28.119,-12.617
"2693",-79.399,-28.51,-12.729
"2694",-79.887,-28.51,-12.84
"2695",-80.375,-28.51,-12.951
"2696",-81.352,-28.51,-13.063
"2697",-81.84,-28.51,-13.174
"2698",-81.84,-28.51,-13.285
"2699",-82.573,-28.9,-13.398
"2700",-83.061,-28.9,-13.511
"2701",-83.549,-28.51,-13.623
"2702",-83.549,-28.9,-13.735
"2703",-84.037,-28.9,-13.848
"2704",-84.282,-28.51,-13.96
"2705",-85.014,-28.9,-14.073
"2706",-84.77,-29.291,-14.187
"2707",-85.014,-29.681,-14.303
"2708",-85.746,-28.9,-14.416
"2709",-85.991,-28.9,-14.529
"2710",-85.746,-28.9,-14.642
"2711",-85.991,-29.291,-14.756
"2712",-86.723,-29.291,-14.87
"2713",-86.479,-29.291,-14.985
"2714",-86.479,-29.291,-15.099
"2715",-86.479,-29.681,-15.215
"2716",-86.967,-29.291,-15.33
"2717",-86.967,-28.9,-15.443
"2718",-86.967,-29.291,-15.557
"2719",-87.455,-29.681,-15.673
"2720",-87.455,-29.291,-15.787
"2721",-86.967,-29.291,-15.902
"2722",-87.211,-29.681,-16.018
"2723",-87.455,-29.681,-16.134
"2724",-87.7,-29.681,-16.25
"2725",-87.455,-29.291,-16.364
"2726",-88.188,-29.291,-16.478
"2727",-88.432,-29.681,-16.594
"2728",-88.188,-29.291,-16.709
"2729",-88.92,-30.072,-16.826
"2730",-89.164,-29.681,-16.942
"2731",-88.92,-29.291,-17.057
"2732",-89.409,-29.681,-17.173
"2733",-89.653,-29.681,-17.288
"2734",-89.409,-30.072,-17.406
"2735",-90.141,-29.681,-17.522
"2736",-90.385,-29.291,-17.636
"2737",-90.141,-29.681,-17.752
"2738",-90.385,-30.072,-17.87
"2739",-91.118,-29.291,-17.984
"2740",-91.118,-29.681,-18.1
"2741",-91.606,-30.072,-18.218
"2742",-91.85,-29.291,-18.332
"2743",-92.094,-30.072,-18.449
"2744",-91.85,-30.072,-18.567
"2745",-91.85,-29.681,-18.683
"2746",-92.094,-29.291,-18.797
"2747",-91.85,-30.072,-18.915
"2748",-91.606,-30.072,-19.032
"2749",-91.85,-29.681,-19.148
"2750",-91.85,-29.681,-19.264
"2751",-91.362,-29.681,-19.38
"2752",-91.606,-29.681,-19.496
"2753",-91.606,-30.072,-19.613
"2754",-91.606,-30.072,-19.731
"2755",-92.094,-29.681,-19.847
"2756",-92.338,-29.681,-19.963
"2757",-92.094,-30.072,-20.08
"2758",-92.094,-29.681,-20.196
"2759",-92.582,-30.072,-20.314
"2760",-92.827,-29.681,-20.43
"2761",-92.338,-30.072,-20.547
"2762",-92.582,-29.681,-20.663
"2763",-92.827,-29.681,-20.779
"2764",-92.338,-30.072,-20.896
"2765",-92.338,-30.072,-21.014
"2766",-92.582,-29.681,-21.13
"2767",-92.582,-30.072,-21.247
"2768",-92.094,-30.072,-21.365
"2769",-91.85,-29.681,-21.481
"2770",-91.606,-30.072,-21.598
"2771",-92.094,-29.681,-21.714
"2772",-91.85,-30.072,-21.832
"2773",-91.85,-30.072,-21.949
"2774",-92.582,-29.681,-22.065
"2775",-92.827,-29.681,-22.181
"2776",-92.582,-30.072,-22.298
"2777",-93.315,-30.072,-22.416
"2778",-93.559,-29.681,-22.532
"2779",-93.803,-30.072,-22.649
"2780",-94.047,-30.072,-22.767
"2781",-94.291,-29.681,-22.883
"2782",-94.536,-30.072,-23
"2783",-94.78,-30.072,-23.118
"2784",-94.78,-30.072,-23.235
"2785",-95.268,-30.072,-23.353
"2786",-95.024,-29.681,-23.468
"2787",-95.024,-29.681,-23.584
"2788",-95.024,-30.462,-23.703
"2789",-95.756,-29.681,-23.819
"2790",-95.756,-30.072,-23.937
"2791",-95.512,-29.681,-24.053
"2792",-96,-29.681,-24.169
"2793",-96,-30.072,-24.286
"2794",-96,-30.462,-24.405
"2795",-96.245,-29.681,-24.521
"2796",-96.733,-30.072,-24.639
"2797",-96.489,-29.681,-24.755
"2798",-96.733,-29.681,-24.87
"2799",-97.221,-30.072,-24.988
"2800",-97.465,-30.072,-25.105
"2801",-97.709,-30.072,-25.223
"2802",-97.465,-30.072,-25.34
"2803",-97.709,-29.681,-25.456
"2804",-98.442,-30.072,-25.574
"2805",-98.198,-30.072,-25.691
"2806",-98.442,-30.072,-25.809
"2807",-98.686,-30.072,-25.926
"2808",-99.418,-30.072,-26.044
"2809",-99.907,-29.681,-26.16
"2810",-99.907,-29.681,-26.276
"2811",-100.395,-30.072,-26.393
"2812",-100.639,-30.072,-26.51
"2813",-100.639,-30.072,-26.628
"2814",-100.639,-30.072,-26.745
"2815",-100.883,-29.681,-26.861
"2816",-101.127,-30.072,-26.979
"2817",-101.371,-29.681,-27.095
"2818",-101.86,-30.462,-27.214
"2819",-101.616,-30.072,-27.331
"2820",-102.104,-30.072,-27.449
"2821",-102.104,-29.681,-27.565
"2822",-101.86,-30.072,-27.682
"2823",-102.104,-30.072,-27.8
"2824",-102.348,-30.072,-27.917
"2825",-102.592,-29.681,-28.033
"2826",-102.592,-30.072,-28.15
"2827",-102.836,-30.072,-28.268
"2828",-102.836,-29.681,-28.384
"2829",-103.325,-30.072,-28.501
"2830",-103.569,-30.072,-28.619
"2831",-103.813,-30.072,-28.736
"2832",-103.813,-30.072,-28.854
"2833",-104.545,-29.681,-28.97
"2834",-104.789,-30.072,-29.087
"2835",-104.789,-30.072,-29.205
"2836",-105.278,-30.072,-29.322
"2837",-105.278,-30.072,-29.44
"2838",-105.522,-29.681,-29.555
"2839",-106.254,-30.072,-29.673
"2840",-106.254,-29.681,-29.789
"2841",-106.498,-30.072,-29.906
"2842",-106.498,-30.072,-30.024
"2843",-107.231,-30.462,-30.143
"2844",-107.475,-29.681,-30.259
"2845",-107.719,-29.681,-30.375
"2846",-107.475,-30.072,-30.492
"2847",-107.719,-30.072,-30.61
"2848",-108.207,-30.072,-30.727
"2849",-108.696,-30.072,-30.845
"2850",-108.696,-29.681,-30.96
"2851",-108.452,-30.072,-31.078
"2852",-108.94,-29.681,-31.194
"2853",-109.184,-30.462,-31.313
"2854",-109.428,-30.072,-31.43
"2855",-109.916,-29.681,-31.546
"2856",-109.672,-30.072,-31.664
"2857",-110.161,-30.072,-31.781
"2858",-110.161,-30.072,-31.899
"2859",-110.893,-29.681,-32.015
"2860",-111.137,-30.072,-32.132
"2861",-110.893,-30.072,-32.25
"2862",-111.137,-30.072,-32.367
"2863",-111.87,-30.072,-32.485
"2864",-111.87,-29.681,-32.6
"2865",-111.87,-30.072,-32.718
"2866",-112.358,-30.072,-32.835
"2867",-112.114,-29.681,-32.951
"2868",-112.358,-30.072,-33.069
"2869",-112.846,-30.072,-33.186
"2870",-112.846,-30.072,-33.304
"2871",-113.334,-30.072,-33.421
"2872",-113.09,-30.072,-33.539
"2873",-113.09,-30.072,-33.656
