"","Torque","Speed","Angle"
"4201",55.367,30.072,-12.605
"4202",55.367,29.681,-12.489
"4203",54.879,30.072,-12.372
"4204",54.879,30.072,-12.254
"4205",55.123,29.681,-12.138
"4206",54.634,30.072,-12.021
"4207",54.39,30.072,-11.903
"4208",54.39,30.072,-11.786
"4209",54.146,30.072,-11.668
"4210",53.658,29.681,-11.552
"4211",53.17,30.072,-11.435
"4212",53.17,29.681,-11.319
"4213",52.437,30.072,-11.202
"4214",52.193,30.072,-11.084
"4215",51.705,30.072,-10.967
"4216",51.216,30.072,-10.849
"4217",50.972,29.681,-10.733
"4218",50.728,30.072,-10.616
"4219",50.728,29.681,-10.5
"4220",50.24,29.681,-10.384
"4221",50.24,30.072,-10.266
"4222",50.24,30.072,-10.149
"4223",50.484,30.462,-10.03
"4224",50.484,29.681,-9.914
"4225",50.728,28.9,-9.801
"4226",50.728,28.51,-9.69
"4227",51.216,27.338,-9.583
"4228",50.484,26.947,-9.478
"4229",50.728,26.166,-9.375
"4230",50.24,26.166,-9.273
"4231",49.996,24.995,-9.176
"4232",48.775,23.042,-9.086
"4233",48.531,21.87,-9
"4234",48.287,21.089,-8.918
"4235",47.31,20.699,-8.837
"4236",46.578,19.918,-8.759
"4237",46.089,19.137,-8.684
"4238",45.845,18.746,-8.611
"4239",45.357,17.184,-8.544
"4240",45.357,16.793,-8.478
"4241",44.625,16.012,-8.416
"4242",44.38,15.231,-8.356
"4243",44.38,14.841,-8.298
"4244",43.892,14.45,-8.242
"4245",43.404,14.45,-8.186
"4246",43.16,12.888,-8.135
"4247",42.671,12.888,-8.085
"4248",42.183,11.716,-8.039
"4249",42.183,11.716,-7.993
"4250",41.695,11.326,-7.949
"4251",40.474,10.935,-7.906
"4252",39.742,10.154,-7.867
"4253",39.009,10.154,-7.827
"4254",38.765,9.373,-7.79
"4255",38.033,9.373,-7.754
"4256",37.789,8.592,-7.72
"4257",37.545,8.592,-7.687
"4258",37.3,7.811,-7.656
"4259",36.812,7.811,-7.626
"4260",37.056,7.811,-7.595
"4261",37.3,7.03,-7.568
"4262",37.3,7.03,-7.54
"4263",37.545,6.639,-7.514
"4264",37.545,6.249,-7.49
"4265",38.033,6.249,-7.465
"4266",38.033,5.858,-7.443
"4267",37.545,5.858,-7.42
"4268",37.545,5.468,-7.398
"4269",36.568,5.077,-7.378
"4270",36.324,5.077,-7.359
"4271",35.591,5.077,-7.339
"4272",34.371,4.296,-7.322
"4273",33.882,4.296,-7.305
"4274",32.662,4.296,-7.288
"4275",31.197,4.296,-7.272
"4276",30.464,3.905,-7.256
"4277",29.244,3.905,-7.241
"4278",28.511,3.515,-7.227
"4279",27.535,3.124,-7.215
"4280",25.826,2.734,-7.205
"4281",24.605,3.124,-7.192
"4282",23.384,3.515,-7.179
"4283",22.408,3.515,-7.165
"4284",21.431,2.734,-7.154
"4285",19.722,2.343,-7.145
"4286",18.746,1.953,-7.137
"4287",16.793,2.343,-7.128
"4288",15.084,2.734,-7.118
"4289",12.398,2.734,-7.107
"4290",10.933,2.734,-7.096
"4291",8.98,2.343,-7.087
"4292",6.783,1.172,-7.083
"4293",5.074,1.172,-7.078
"4294",2.632,1.562,-7.072
"4295",0.679,1.953,-7.064
"4296",-1.518,2.343,-7.055
"4297",-2.983,1.953,-7.047
"4298",-4.692,1.562,-7.041
"4299",-6.401,1.172,-7.037
"4300",-7.866,0.391,-7.035
"4301",-9.819,1.172,-7.031
"4302",-10.795,1.953,-7.023
"4303",-11.772,1.562,-7.017
"4304",-12.993,0.391,-7.015
"4305",-13.969,-0.391,-7.017
"4306",-14.946,-0.781,-7.02
"4307",-15.922,-0.391,-7.022
"4308",-16.899,0.391,-7.02
"4309",-17.631,0,-7.02
"4310",-18.852,0,-7.02
"4311",-19.829,0,-7.02
"4312",-20.073,0,-7.02
"4313",-20.805,0,-7.02
"4314",-21.782,0,-7.02
"4315",-22.026,0,-7.02
"4316",-21.538,0,-7.02
"4317",-21.782,0,-7.02
"4318",-22.758,0,-7.02
"4319",-23.491,0,-7.02
"4320",-23.979,-0.781,-7.023
"4321",-24.467,-1.562,-7.029
"4322",-24.955,-3.905,-7.044
"4323",-24.955,-5.858,-7.067
"4324",-25.688,-7.03,-7.095
"4325",-26.176,-7.811,-7.125
"4326",-27.641,-8.201,-7.157
"4327",-28.618,-8.201,-7.189
"4328",-29.106,-8.592,-7.223
"4329",-30.571,-10.545,-7.264
"4330",-31.059,-11.716,-7.31
"4331",-32.28,-12.497,-7.359
"4332",-33.745,-13.278,-7.411
"4333",-35.698,-13.278,-7.462
"4334",-36.918,-13.669,-7.516
"4335",-38.139,-14.45,-7.572
"4336",-39.604,-15.231,-7.632
"4337",-41.557,-16.403,-7.696
"4338",-43.022,-16.793,-7.761
"4339",-43.754,-17.184,-7.829
"4340",-44.975,-17.184,-7.896
"4341",-46.44,-17.965,-7.966
"4342",-47.172,-18.355,-8.038
"4343",-47.905,-19.137,-8.112
"4344",-48.637,-19.527,-8.189
"4345",-49.125,-19.918,-8.266
"4346",-49.37,-20.308,-8.346
"4347",-49.614,-20.699,-8.427
"4348",-49.858,-20.308,-8.506
"4349",-50.346,-21.089,-8.588
"4350",-50.59,-21.48,-8.672
"4351",-51.079,-22.261,-8.759
"4352",-50.834,-22.651,-8.848
"4353",-51.567,-23.042,-8.938
"4354",-51.811,-22.651,-9.026
"4355",-52.787,-23.042,-9.116
"4356",-53.032,-23.042,-9.206
"4357",-53.52,-23.432,-9.298
"4358",-54.252,-23.823,-9.391
"4359",-55.229,-24.995,-9.488
"4360",-56.205,-24.604,-9.584
"4361",-56.45,-24.604,-9.681
"4362",-57.914,-24.604,-9.777
"4363",-58.647,-24.604,-9.873
"4364",-59.868,-25.385,-9.972
"4365",-60.6,-25.776,-10.073
"4366",-61.332,-25.776,-10.173
"4367",-62.553,-25.776,-10.274
"4368",-63.53,-26.166,-10.376
"4369",-63.774,-25.776,-10.477
"4370",-64.995,-26.166,-10.579
"4371",-65.727,-26.557,-10.683
"4372",-66.459,-26.557,-10.787
"4373",-66.704,-26.947,-10.892
"4374",-67.192,-26.947,-10.997
"4375",-67.68,-26.947,-11.102
"4376",-68.901,-26.947,-11.208
"4377",-69.145,-26.947,-11.313
"4378",-70.121,-27.338,-11.42
"4379",-70.366,-27.338,-11.526
"4380",-70.854,-27.728,-11.635
"4381",-71.83,-27.728,-11.743
"4382",-71.83,-27.728,-11.851
"4383",-72.807,-27.728,-11.96
"4384",-73.051,-27.728,-12.068
"4385",-73.051,-27.728,-12.176
"4386",-73.784,-28.51,-12.288
"4387",-74.272,-28.119,-12.398
"4388",-74.028,-27.728,-12.506
"4389",-74.76,-28.51,-12.617
"4390",-75.004,-28.119,-12.727
"4391",-75.004,-28.51,-12.838
"4392",-75.248,-28.51,-12.95
"4393",-76.225,-28.51,-13.061
"4394",-76.469,-28.51,-13.173
"4395",-76.957,-28.51,-13.284
"4396",-77.446,-28.9,-13.397
"4397",-78.422,-28.51,-13.508
"4398",-78.666,-28.9,-13.621
"4399",-79.643,-28.9,-13.734
"4400",-79.887,-28.9,-13.847
"4401",-80.375,-28.9,-13.96
"4402",-81.352,-28.9,-14.073
"4403",-81.352,-28.9,-14.186
"4404",-81.596,-29.681,-14.301
"4405",-82.084,-28.9,-14.414
"4406",-82.573,-28.9,-14.527
"4407",-82.329,-28.9,-14.64
"4408",-82.573,-29.681,-14.756
"4409",-83.061,-28.9,-14.869
"4410",-82.817,-29.681,-14.985
"4411",-82.817,-29.291,-15.099
"4412",-83.549,-29.291,-15.214
"4413",-83.305,-29.291,-15.328
"4414",-83.305,-29.291,-15.443
"4415",-83.549,-28.9,-15.555
"4416",-84.037,-29.681,-15.671
"4417",-84.037,-29.291,-15.786
"4418",-84.037,-29.681,-15.902
"4419",-84.526,-29.681,-16.018
"4420",-85.014,-29.681,-16.134
"4421",-85.014,-29.291,-16.248
"4422",-85.502,-29.291,-16.362
"4423",-85.991,-29.291,-16.477
"4424",-85.991,-29.681,-16.593
"4425",-86.235,-30.072,-16.71
"4426",-86.967,-29.681,-16.826
"4427",-86.967,-29.291,-16.941
"4428",-87.211,-29.681,-17.057
"4429",-87.7,-29.291,-17.171
"4430",-88.188,-30.072,-17.288
"4431",-87.944,-29.681,-17.404
"4432",-88.432,-30.072,-17.522
"4433",-88.432,-29.291,-17.636
"4434",-88.188,-29.681,-17.752
"4435",-88.432,-29.681,-17.868
"4436",-88.92,-29.681,-17.984
"4437",-88.676,-29.681,-18.1
"4438",-88.676,-29.681,-18.216
"4439",-89.164,-29.291,-18.33
"4440",-89.164,-30.072,-18.448
"4441",-89.164,-30.072,-18.565
"4442",-89.164,-30.072,-18.683
"4443",-89.897,-29.291,-18.797
"4444",-89.653,-29.681,-18.913
"4445",-90.141,-30.072,-19.031
"4446",-90.385,-29.681,-19.147
"4447",-90.141,-29.681,-19.263
"4448",-90.385,-30.072,-19.38
"4449",-91.118,-30.072,-19.497
"4450",-90.873,-29.681,-19.613
"4451",-91.118,-29.681,-19.729
"4452",-91.606,-29.681,-19.845
"4453",-91.85,-30.072,-19.963
"4454",-91.362,-30.072,-20.08
"4455",-91.606,-30.072,-20.198
"4456",-92.094,-29.681,-20.314
"4457",-92.338,-29.681,-20.43
"4458",-92.094,-30.072,-20.547
"4459",-92.338,-29.291,-20.661
"4460",-92.827,-30.072,-20.779
"4461",-92.827,-30.072,-20.896
"4462",-93.071,-30.072,-21.014
"4463",-93.315,-30.072,-21.131
"4464",-93.559,-29.681,-21.247
"4465",-94.047,-29.681,-21.363
"4466",-93.803,-30.072,-21.481
"4467",-93.803,-30.072,-21.598
"4468",-94.536,-29.681,-21.714
"4469",-94.536,-30.462,-21.833
"4470",-95.268,-29.681,-21.949
"4471",-94.291,-29.681,-22.065
"4472",-94.78,-30.072,-22.182
"4473",-94.78,-30.072,-22.3
"4474",-94.536,-29.681,-22.416
"4475",-95.024,-29.681,-22.532
"4476",-95.512,-30.072,-22.649
"4477",-95.512,-30.072,-22.767
"4478",-95.512,-30.072,-22.884
"4479",-96.245,-29.681,-23
"4480",-96.489,-30.072,-23.118
"4481",-96.489,-30.072,-23.235
"4482",-97.221,-29.681,-23.351
"4483",-97.709,-30.072,-23.468
"4484",-97.954,-30.072,-23.586
"4485",-97.954,-29.681,-23.702
"4486",-98.442,-30.072,-23.819
"4487",-98.93,-30.072,-23.937
"4488",-98.686,-29.681,-24.053
"4489",-98.686,-30.072,-24.17
"4490",-98.686,-30.072,-24.288
"4491",-99.174,-30.072,-24.405
"4492",-98.686,-29.681,-24.521
"4493",-98.686,-30.072,-24.639
"4494",-98.686,-29.681,-24.755
"4495",-98.93,-30.072,-24.872
"4496",-98.442,-29.681,-24.988
"4497",-98.442,-30.072,-25.105
"4498",-98.442,-30.072,-25.223
"4499",-99.174,-30.072,-25.34
"4500",-99.174,-29.681,-25.456
"4501",-98.93,-30.072,-25.574
"4502",-98.93,-30.072,-25.691
"4503",-99.662,-30.072,-25.809
"4504",-99.907,-30.072,-25.926
"4505",-99.907,-29.681,-26.042
"4506",-100.151,-29.681,-26.158
"4507",-100.639,-30.072,-26.276
"4508",-100.883,-30.072,-26.393
"4509",-100.395,-30.072,-26.51
"4510",-100.395,-30.072,-26.628
"4511",-100.639,-30.072,-26.745
"4512",-100.395,-29.681,-26.861
"4513",-100.395,-30.072,-26.979
"4514",-99.907,-29.681,-27.095
"4515",-99.662,-30.462,-27.214
"4516",-99.662,-30.072,-27.331
"4517",-99.662,-29.681,-27.447
"4518",-99.418,-30.072,-27.565
"4519",-99.174,-30.072,-27.682
"4520",-99.662,-30.072,-27.8
"4521",-99.662,-29.681,-27.915
"4522",-99.418,-30.072,-28.033
"4523",-99.418,-30.072,-28.15
"4524",-100.151,-29.681,-28.266
"4525",-100.395,-30.072,-28.384
"4526",-99.907,-30.072,-28.501
"4527",-100.151,-30.072,-28.619
"4528",-100.395,-29.681,-28.735
"4529",-100.883,-30.072,-28.852
"4530",-100.639,-30.072,-28.97
"4531",-100.883,-29.681,-29.086
"4532",-101.371,-30.072,-29.203
"4533",-101.371,-30.072,-29.321
"4534",-101.371,-30.072,-29.438
"4535",-101.127,-30.072,-29.555
"4536",-100.883,-29.681,-29.671
"4537",-101.371,-30.072,-29.789
"4538",-101.127,-30.072,-29.906
"4539",-100.883,-29.681,-30.022
"4540",-100.883,-30.072,-30.14
"4541",-101.127,-30.462,-30.259
"4542",-100.883,-29.291,-30.373
"4543",-101.127,-30.072,-30.491
"4544",-101.371,-30.072,-30.608
"4545",-101.616,-29.681,-30.724
"4546",-101.371,-30.072,-30.841
"4547",-101.616,-30.072,-30.959
"4548",-102.104,-30.072,-31.076
"4549",-102.348,-30.072,-31.194
"4550",-102.592,-30.072,-31.311
"4551",-102.836,-29.681,-31.427
"4552",-103.325,-30.072,-31.545
"4553",-103.325,-30.072,-31.662
"4554",-104.545,-30.072,-31.78
"4555",-104.301,-30.072,-31.897
"4556",-105.034,-29.681,-32.013
"4557",-105.278,-30.072,-32.131
"4558",-105.034,-30.072,-32.248
"4559",-105.278,-30.072,-32.366
"4560",-105.034,-30.072,-32.483
"4561",-105.522,-30.072,-32.6
"4562",-105.522,-29.681,-32.716
"4563",-105.522,-30.072,-32.834
"4564",-105.278,-29.681,-32.95
"4565",-105.278,-30.462,-33.069
"4566",-105.766,-29.681,-33.185
"4567",-106.01,-30.072,-33.302
"4568",-105.766,-30.072,-33.42
"4569",-106.01,-30.072,-33.537
"4570",-106.743,-29.681,-33.653
"4571",-106.987,-30.072,-33.771
"4572",-107.231,-30.072,-33.888
"4573",-106.987,-30.072,-34.005
"4574",-107.475,-29.681,-34.121
"4575",-106.987,-30.072,-34.239
"4576",-107.475,-30.072,-34.356
"4577",-107.475,-30.072,-34.474
"4578",-106.987,-30.072,-34.591
"4579",-106.987,-29.681,-34.707
"4580",-106.743,-30.072,-34.825
"4581",-106.743,-30.072,-34.942
"4582",-106.01,-30.072,-35.06
"4583",-106.254,-29.681,-35.176
"4584",-106.254,-30.072,-35.293
"4585",-106.254,-30.072,-35.411
"4586",-105.766,-29.681,-35.526
"4587",-106.254,-30.072,-35.644
"4588",-106.254,-30.072,-35.761
"4589",-106.498,-30.072,-35.879
"4590",-106.254,-29.681,-35.995
"4591",-106.743,-30.072,-36.112
"4592",-106.498,-30.072,-36.23
"4593",-106.987,-29.681,-36.346
"4594",-107.231,-30.072,-36.463
"4595",-106.987,-30.462,-36.582
"4596",-106.987,-29.681,-36.698
"4597",-107.475,-29.681,-36.814
"4598",-107.963,-30.072,-36.932
"4599",-107.719,-30.072,-37.049
"4600",-108.452,-30.072,-37.166
"4601",-108.452,-30.072,-37.284
"4602",-108.696,-29.681,-37.4
"4603",-109.184,-30.072,-37.517
"4604",-109.672,-30.072,-37.635
"4605",-109.672,-30.072,-37.752
"4606",-110.161,-30.072,-37.87
"4607",-110.649,-30.072,-37.987
"4608",-111.137,-30.072,-38.105
"4609",-111.381,-29.681,-38.221
"4610",-111.381,-30.072,-38.338
"4611",-111.87,-30.072,-38.456
"4612",-112.114,-30.072,-38.573
"4613",-112.114,-29.681,-38.689
"4614",-112.114,-30.072,-38.806
"4615",-112.602,-30.072,-38.924
"4616",-112.846,-29.681,-39.04
"4617",-112.846,-30.072,-39.157
"4618",-112.602,-30.072,-39.275
"4619",-112.114,-30.072,-39.392
"4620",-112.114,-29.681,-39.508
"4621",-112.114,-30.072,-39.626
"4622",-112.114,-30.072,-39.743
"4623",-111.87,-30.072,-39.861
"4624",-111.137,-30.072,-39.978
"4625",-110.893,-30.072,-40.095
"4626",-110.649,-30.072,-40.213
"4627",-110.649,-29.681,-40.329
"4628",-110.161,-30.072,-40.446
"4629",-109.916,-29.681,-40.562
"4630",-109.672,-30.072,-40.68
"4631",-110.161,-30.072,-40.797
"4632",-110.161,-30.072,-40.915
"4633",-110.161,-30.072,-41.032
"4634",-109.916,-29.681,-41.148
"4635",-109.916,-29.681,-41.264
"4636",-110.405,-30.462,-41.383
"4637",-110.405,-30.072,-41.501
"4638",-110.161,-29.681,-41.616
"4639",-110.161,-30.072,-41.734
"4640",-110.405,-30.072,-41.851
"4641",-110.405,-29.681,-41.967
"4642",-109.916,-30.072,-42.085
"4643",-109.672,-30.072,-42.202
"4644",-109.916,-30.072,-42.32
"4645",-109.916,-29.681,-42.436
"4646",-109.428,-30.072,-42.553
"4647",-109.428,-30.072,-42.671
"4648",-109.916,-29.681,-42.787
"4649",-109.916,-30.072,-42.904
"4650",-109.428,-30.072,-43.022
"4651",-109.428,-30.072,-43.139
"4652",-109.916,-30.072,-43.256
"4653",-110.161,-29.681,-43.372
"4654",-110.649,-30.072,-43.49
"4655",-110.649,-30.072,-43.607
"4656",-110.893,-30.072,-43.725
"4657",-111.625,-29.681,-43.841
"4658",-111.87,-30.072,-43.958
"4659",-112.358,-30.072,-44.076
"4660",-112.358,-30.072,-44.193
"4661",-112.602,-30.072,-44.311
"4662",-112.846,-30.072,-44.428
"4663",-112.846,-29.681,-44.544
"4664",-113.579,-30.072,-44.661
"4665",-113.334,-30.072,-44.779
"4666",-113.334,-30.072,-44.896
"4667",-113.334,-29.681,-45.012
"4668",-113.579,-30.072,-45.13
"4669",-113.823,-30.072,-45.247
"4670",-113.823,-30.072,-45.365
"4671",-113.579,-29.681,-45.481
"4672",-113.823,-30.072,-45.598
"4673",-114.311,-30.072,-45.716
"4674",-114.555,-30.072,-45.833
"4675",-114.799,-30.072,-45.951
"4676",-114.555,-30.072,-46.068
"4677",-114.799,-30.072,-46.186
"4678",-115.287,-29.681,-46.301
"4679",-115.532,-30.072,-46.419
"4680",-115.287,-29.681,-46.535
"4681",-115.043,-30.072,-46.652
"4682",-115.043,-30.072,-46.77
"4683",-115.043,-30.072,-46.887
"4684",-115.776,-30.072,-47.005
"4685",-115.532,-29.681,-47.121
"4686",-115.532,-30.072,-47.238
"4687",-115.776,-30.072,-47.356
"4688",-116.02,-30.072,-47.473
"4689",-116.752,-30.072,-47.591
"4690",-117.241,-30.072,-47.708
"4691",-117.485,-29.681,-47.824
"4692",-116.996,-29.681,-47.94
"4693",-117.241,-30.072,-48.057
"4694",-117.241,-30.072,-48.175
"4695",-116.996,-30.072,-48.292
"4696",-116.508,-30.072,-48.41
"4697",-116.02,-30.072,-48.527
"4698",-116.02,-29.681,-48.643
"4699",-115.776,-29.681,-48.759
"4700",-115.532,-30.072,-48.877
"4701",-115.043,-30.072,-48.994
"4702",-114.555,-30.072,-49.112
"4703",-114.555,-30.072,-49.229
"4704",-114.555,-30.072,-49.346
"4705",-115.043,-29.681,-49.462
"4706",-114.555,-30.072,-49.58
"4707",-114.555,-29.681,-49.696
"4708",-114.555,-30.072,-49.813
"4709",-115.043,-30.072,-49.931
"4710",-115.043,-30.462,-50.05
"4711",-114.799,-29.681,-50.166
"4712",-114.799,-30.072,-50.283
"4713",-114.799,-29.681,-50.399
"4714",-115.043,-30.072,-50.517
"4715",-115.043,-30.072,-50.634
"4716",-115.043,-29.681,-50.75
"4717",-114.799,-30.072,-50.867
"4718",-114.799,-30.072,-50.985
"4719",-115.287,-30.072,-51.102
"4720",-115.287,-29.681,-51.218
"4721",-115.287,-30.072,-51.336
"4722",-114.799,-30.072,-51.453
"4723",-115.043,-30.072,-51.571
"4724",-115.043,-30.072,-51.688
"4725",-115.043,-30.072,-51.806
"4726",-115.043,-29.681,-51.922
"4727",-114.555,-30.072,-52.039
"4728",-114.555,-30.072,-52.157
"4729",-115.043,-30.072,-52.274
"4730",-115.287,-29.681,-52.39
"4731",-115.043,-30.072,-52.507
"4732",-115.532,-30.072,-52.625
"4733",-115.043,-29.681,-52.741
"4734",-115.776,-30.072,-52.858
"4735",-116.02,-30.072,-52.976
"4736",-116.02,-30.072,-53.093
"4737",-115.532,-30.072,-53.211
"4738",-116.02,-30.072,-53.328
"4739",-116.264,-30.072,-53.446
"4740",-116.02,-29.681,-53.562
"4741",-116.02,-29.681,-53.677
"4742",-116.508,-30.072,-53.795
"4743",-116.508,-30.072,-53.912
"4744",-116.264,-30.072,-54.03
"4745",-116.752,-30.072,-54.147
"4746",-116.752,-30.072,-54.265
"4747",-116.264,-29.681,-54.381
"4748",-116.264,-29.681,-54.497
"4749",-115.776,-30.072,-54.614
"4750",-115.776,-30.462,-54.733
"4751",-115.287,-30.072,-54.851
"4752",-115.287,-29.681,-54.967
"4753",-114.799,-30.072,-55.084
"4754",-115.043,-29.681,-55.2
"4755",-114.555,-30.072,-55.317
"4756",-114.311,-30.072,-55.435
"4757",-114.311,-30.072,-55.552
"4758",-114.555,-29.681,-55.668
"4759",-114.555,-30.072,-55.786
"4760",-113.823,-30.072,-55.903
"4761",-113.823,-30.072,-56.021
"4762",-113.823,-29.681,-56.137
"4763",-113.579,-30.072,-56.254
"4764",-113.09,-30.072,-56.372
"4765",-112.846,-30.072,-56.489
"4766",-112.358,-29.681,-56.605
"4767",-112.602,-30.072,-56.723
"4768",-112.114,-30.072,-56.84
"4769",-112.358,-29.681,-56.956
"4770",-111.87,-30.072,-57.073
"4771",-112.114,-30.072,-57.191
"4772",-112.114,-30.072,-57.308
"4773",-112.114,-29.681,-57.424
"4774",-112.114,-30.072,-57.542
"4775",-111.625,-30.072,-57.659
"4776",-111.625,-30.072,-57.777
"4777",-111.625,-30.072,-57.894
"4778",-111.625,-30.072,-58.012
"4779",-111.137,-29.681,-58.128
"4780",-110.161,-30.072,-58.245
"4781",-110.161,-30.072,-58.362
"4782",-109.916,-30.072,-58.48
"4783",-109.428,-29.681,-58.596
"4784",-108.94,-30.072,-58.713
"4785",-108.696,-29.681,-58.829
"4786",-108.696,-30.072,-58.947
"4787",-108.94,-30.072,-59.064
"4788",-108.696,-30.072,-59.182
"4789",-108.94,-30.072,-59.299
"4790",-109.184,-29.681,-59.415
"4791",-109.672,-30.072,-59.533
"4792",-109.428,-29.681,-59.649
"4793",-109.672,-30.072,-59.766
"4794",-109.428,-30.072,-59.883
"4795",-109.184,-30.072,-60.001
"4796",-109.672,-30.072,-60.118
"4797",-108.94,-29.681,-60.234
"4798",-108.696,-30.072,-60.352
"4799",-108.94,-29.681,-60.468
"4800",-108.94,-30.072,-60.585
"4801",-108.452,-30.072,-60.703
"4802",-108.452,-30.072,-60.82
"4803",-108.94,-30.072,-60.938
"4804",-109.184,-29.681,-61.054
"4805",-108.696,-30.072,-61.171
"4806",-108.94,-29.681,-61.287
"4807",-109.428,-30.462,-61.406
"4808",-109.428,-29.681,-61.522
"4809",-109.428,-30.462,-61.641
"4810",-109.428,-29.681,-61.757
"4811",-109.428,-30.072,-61.874
"4812",-110.161,-30.072,-61.992
"4813",-109.916,-29.681,-62.108
"4814",-110.161,-30.072,-62.225
"4815",-110.161,-30.072,-62.343
"4816",-110.649,-30.072,-62.46
"4817",-110.893,-30.072,-62.578
"4818",-110.405,-30.072,-62.695
"4819",-110.405,-29.681,-62.811
"4820",-110.649,-29.681,-62.927
"4821",-110.893,-30.072,-63.044
"4822",-110.405,-30.462,-63.163
"4823",-110.161,-29.681,-63.279
"4824",-110.405,-30.072,-63.397
"4825",-110.405,-29.681,-63.513
"4826",-110.161,-30.072,-63.63
"4827",-110.161,-30.072,-63.748
"4828",-109.672,-30.072,-63.865
"4829",-109.672,-30.072,-63.983
"4830",-110.161,-30.072,-64.1
"4831",-109.916,-30.072,-64.218
"4832",-109.916,-29.681,-64.333
"4833",-109.916,-30.072,-64.451
"4834",-109.916,-30.072,-64.568
"4835",-110.161,-29.681,-64.684
"4836",-110.405,-30.072,-64.802
"4837",-110.161,-30.072,-64.919
"4838",-109.916,-30.072,-65.037
"4839",-110.161,-29.681,-65.153
"4840",-110.649,-30.072,-65.27
"4841",-110.161,-30.072,-65.388
"4842",-109.916,-30.072,-65.505
"4843",-110.161,-29.681,-65.621
"4844",-109.916,-30.072,-65.739
"4845",-109.916,-30.072,-65.856
"4846",-109.428,-30.072,-65.973
"4847",-109.428,-29.681,-66.089
"4848",-109.428,-30.072,-66.207
"4849",-108.94,-29.681,-66.323
"4850",-108.452,-30.072,-66.44
"4851",-108.696,-30.072,-66.558
"4852",-108.452,-30.072,-66.675
"4853",-108.452,-30.072,-66.793
"4854",-108.207,-29.681,-66.909
"4855",-108.696,-29.681,-67.025
"4856",-108.696,-30.072,-67.142
"4857",-108.94,-30.072,-67.259
"4858",-108.94,-30.072,-67.377
"4859",-108.452,-30.072,-67.494
"4860",-108.452,-30.072,-67.612
"4861",-108.696,-29.681,-67.728
"4862",-108.696,-30.072,-67.845
"4863",-108.207,-30.072,-67.963
"4864",-108.207,-30.072,-68.08
"4865",-107.963,-30.072,-68.198
"4866",-107.963,-30.072,-68.315
"4867",-107.231,-30.072,-68.433
"4868",-107.475,-29.681,-68.549
"4869",-107.475,-29.681,-68.665
"4870",-107.475,-30.072,-68.782
"4871",-106.743,-30.072,-68.899
"4872",-106.987,-30.072,-69.017
"4873",-106.743,-30.072,-69.134
"4874",-106.498,-29.681,-69.25
"4875",-106.01,-30.072,-69.368
"4876",-106.01,-30.072,-69.485
"4877",-105.522,-30.072,-69.603
"4878",-105.278,-29.681,-69.719
"4879",-104.545,-30.072,-69.836
"4880",-104.301,-30.072,-69.954
"4881",-104.057,-30.072,-70.071
"4882",-104.301,-29.681,-70.187
"4883",-103.569,-30.072,-70.305
"4884",-103.569,-30.462,-70.423
"4885",-103.813,-29.681,-70.539
"4886",-103.08,-29.681,-70.655
"4887",-103.08,-30.072,-70.773
"4888",-103.08,-30.072,-70.89
"4889",-103.08,-30.072,-71.008
"4890",-102.836,-29.681,-71.124
"4891",-102.348,-30.072,-71.241
"4892",-102.348,-30.072,-71.359
"4893",-102.592,-30.072,-71.476
"4894",-102.348,-29.681,-71.592
"4895",-101.86,-29.681,-71.708
"4896",-102.104,-30.462,-71.827
"4897",-102.104,-30.072,-71.944
"4898",-101.86,-29.681,-72.06
"4899",-101.86,-30.072,-72.178
"4900",-101.86,-29.681,-72.294
"4901",-101.86,-30.072,-72.411
"4902",-101.371,-30.072,-72.529
"4903",-101.127,-30.072,-72.646
"4904",-101.127,-29.681,-72.762
"4905",-100.883,-30.072,-72.88
"4906",-100.395,-30.072,-72.997
"4907",-100.639,-29.681,-73.113
"4908",-100.395,-30.462,-73.232
"4909",-100.151,-29.681,-73.348
"4910",-100.151,-30.072,-73.465
"4911",-100.151,-29.681,-73.581
"4912",-100.639,-30.072,-73.699
"4913",-100.395,-30.072,-73.816
"4914",-100.395,-30.072,-73.934
"4915",-100.639,-30.072,-74.051
"4916",-100.151,-29.681,-74.167
"4917",-99.907,-30.462,-74.286
"4918",-99.662,-29.681,-74.402
"4919",-99.907,-30.072,-74.52
"4920",-99.174,-29.681,-74.636
"4921",-98.93,-30.072,-74.753
"4922",-98.93,-30.072,-74.87
"4923",-98.93,-30.072,-74.988
"4924",-98.93,-29.681,-75.104
"4925",-98.442,-30.072,-75.221
"4926",-98.93,-30.072,-75.339
"4927",-98.93,-29.681,-75.455
"4928",-98.442,-30.072,-75.572
"4929",-98.198,-30.072,-75.69
"4930",-98.442,-30.072,-75.807
"4931",-97.954,-30.072,-75.925
"4932",-97.709,-30.072,-76.042
"4933",-97.954,-30.072,-76.16
"4934",-97.709,-29.681,-76.276
"4935",-97.221,-30.072,-76.393
"4936",-97.221,-30.072,-76.51
"4937",-97.465,-29.681,-76.626
"4938",-96.977,-30.072,-76.744
"4939",-96.977,-30.072,-76.861
"4940",-97.221,-30.072,-76.979
"4941",-96.977,-29.681,-77.095
"4942",-96.733,-30.072,-77.212
"4943",-96.489,-30.072,-77.33
"4944",-96.977,-29.681,-77.446
"4945",-96.245,-30.072,-77.563
"4946",-96.489,-30.072,-77.681
"4947",-96.489,-30.072,-77.798
"4948",-96,-29.681,-77.914
